species,decimalLongitude,decimalLatitude
Tillandsia virescens,-71.981944,-13.519167
Tillandsia virescens,-67.115,-17.969722
Tillandsia virescens,-64.529167,-17.921111
Tillandsia virescens,-65.376111,-26.857778
Tillandsia virescens,-64.190833,-31.390833
Tillandsia virescens,-63.878611,-31.678056
Tillandsia virescens,-64.975,-31.901389000000002
Tillandsia virescens,-64.807222,-31.614444
Tillandsia virescens,-65.101389,-32.084167
Tillandsia virescens,-65.101389,-31.691389
Tillandsia virescens,-65.059722,-30.714167
Tillandsia virescens,-64.174167,-31.140278
Tillandsia virescens,-64.583611,-31.198611
Tillandsia virescens,-63.455833,-31.023333
Tillandsia virescens,-64.257778,-31.649722
Tillandsia virescens,-64.924722,-31.737778
Tillandsia virescens,-65.510833,-24.736389
Tillandsia virescens,-64.541667,-33.362222
Tillandsia virescens,-64.803056,-31.393333
Tillandsia virescens,-66.508333,-24.000833
Tillandsia virescens,-65.773056,-24.745556
Tillandsia virescens,-66.947222,-38.496944
Tillandsia virescens,-65.373333,-24.049444
Tillandsia virescens,-64.114722,-18.477222
Tillandsia virescens,-61.794722,-38.138611
Tillandsia virescens,-65.4575,-23.878056
Tillandsia virescens,-65.167222,-26.509444
Tillandsia virescens,-64.546389,-31.835
Tillandsia virescens,-64.710833,-31.963333
Tillandsia virescens,-69.061667,-16.168056
Tillandsia virescens,-65.628889,-24.905
Tillandsia virescens,-68.645278,-15.791389
Tillandsia virescens,-66.037222,-21.1075
Tillandsia virescens,-64.296111,-30.958611
Tillandsia virescens,-65.701944,-24.863333
Tillandsia virescens,-65.36,-26.799444
Tillandsia virescens,-64.457778,-31.586389
Tillandsia virescens,-66.521667,-18.862778
Tillandsia virescens,-64.305833,-31.163889
Tillandsia virescens,-64.112778,-32.175833
Tillandsia virescens,-69.658333,-16.077778
Tillandsia virescens,-65.346667,-18.989167
Tillandsia virescens,-65.709722,-19.529444
Tillandsia virescens,-65.581944,-21.668333
Tillandsia virescens,-65.535833,-18.796111
Tillandsia virescens,-65.436111,-18.896667
Tillandsia virescens,-69.026667,-32.526944
Tillandsia virescens,-65.704444,-27.918333
Tillandsia virescens,-65.656667,-28.085833
Tillandsia virescens,-64.826667,-31.610278
Tillandsia virescens,-64.277778,-31.196944
Tillandsia virescens,-65.696111,-26.928333
Tillandsia virescens,-69.250278,-32.408056
Tillandsia virescens,-64.351667,-30.706389
Tillandsia virescens,-64.535833,-30.859722
Tillandsia virescens,-64.88,-27.985
Tillandsia virescens,-65.363889,-28.315
Tillandsia virescens,-65.437778,-24.590278
Tillandsia virescens,-64.616944,-32.184444
Tillandsia virescens,-65.621389,-28.121389
Tillandsia virescens,-65.886389,-24.554444
Tillandsia virescens,-65.631944,-27.106111
Tillandsia virescens,-65.913889,-28.016667
Tillandsia virescens,-64.381667,-30.166389
Tillandsia virescens,-64.460278,-31.093056
Tillandsia virescens,-65.404167,-26.319444
Tillandsia virescens,-65.640556,-28.125278
Tillandsia virescens,-64.658611,-30.371667
Tillandsia virescens,-65.393889,-31.065
Tillandsia virescens,-65.498333,-28.916944
Tillandsia virescens,-63.531111,-31.699722
Tillandsia virescens,-68.129166,-16.509833
Tillandsia virescens,-68.056291,-16.562445
Tillandsia virescens,-68.55,-16.25
Tillandsia virescens,-75.7,-11.37
Tillandsia virescens,-72.93,-13.65
Tillandsia virescens,-75.33,-11.17
Tillandsia virescens,-64.93546,-31.98757
Tillandsia virescens,-67.3586,-17.5464
Tillandsia virescens,-66.8007,-19.6187
Tillandsia virescens,-66.9217,-18.6033
Tillandsia virescens,-69.53,-14.13
Tillandsia virescens,-75.34583,-11.16972
Tillandsia virescens,-64.315,-31.08139
Tillandsia virescens,-64.46028,-31.09306
Tillandsia virescens,-64.39667,-31.03722
Tillandsia virescens,-64.58361,-31.19861
Tillandsia virescens,-64.3575,-31.14528
Tillandsia virescens,-65.35639,-23.23639
Tillandsia virescens,-65.37333,-24.04944
Tillandsia virescens,-64.11278,-32.17583
Tillandsia virescens,-64.29611,-30.95861
Tillandsia virescens,-66.50833,-24.00083
Tillandsia virescens,-65.97611,-24.11333
Tillandsia virescens,-66.91667,-18.6
Tillandsia virescens,-70.15889,-15.72139
Tillandsia virescens,-65.45,-21.9
Tillandsia virescens,-64.17417,-31.14028
Tillandsia virescens,-66.18444,-27.63667
Tillandsia virescens,-64.80306,-31.39333
Tillandsia virescens,-68.46667,-16.3
Tillandsia virescens,-71,-32
Tillandsia virescens,-65.36194,-23.26917
Tillandsia virescens,-64.30389,-19.10556
Tillandsia virescens,-65.36,-26.79944
Tillandsia virescens,-61.79472,-38.13778
Tillandsia virescens,-70.71972,-28.65111
Tillandsia virescens,-65.831111,-23.853611
Tillandsia virescens,-68.126667,-16.491389
Tillandsia virescens,-65.978889,-27.400833
Tillandsia virescens,-66.033333,-27.433333
Tillandsia virescens,-70.8906,-35.8156
Tillandsia virescens,-64.435,-16.7261
Tillandsia virescens,-56.1667,-34.8333
Tillandsia virescens,-68.01666,-16.66666
Tillandsia virescens,-78.15,-8.1
Tillandsia virescens,-71.45,-14.75
Tillandsia virescens,-72.233333,-13.316667
Tillandsia virescens,-71.925346,-13.67337
Tillandsia virescens,-71.966667,-13.5
Tillandsia virescens,-71.839722,-13.4175
Tillandsia virescens,-69.99,-15.86
Tillandsia virescens,-71.523889,-16.366667
Tillandsia virescens,-64.26666,-21.41666
Tillandsia virescens,-68.45,-16.46666
Tillandsia virescens,-64.28333,-21.41666
Tillandsia virescens,-75.75,-12.41666
Tillandsia virescens,-75.75,-11.66666
Tillandsia virescens,-68.08333,-16.53333
Tillandsia virescens,-71.60472,-15.43555
Tillandsia virescens,-75.7,-11.366667
Tillandsia virescens,-64.053333,-18.457222
Tillandsia virescens,-64.67093,-16.71461
Tillandsia virescens,-68.19111,-14.82278
Tillandsia virescens,-63.74972,-32.32778
Tillandsia virescens,-59,-24
Tillandsia virescens,-69.65611,-18.4075
Tillandsia virescens,-66.55444,-30.80611
Tillandsia virescens,-65.51083,-24.73639
Tillandsia virescens,-64.32444,-30.56444
Tillandsia virescens,-65.69722,-26.32389
Tillandsia virescens,-65.45222,-23.69861
Tillandsia virescens,-64.54639,-31.85111
Tillandsia virescens,-65.36333,-23.47944
Tillandsia virescens,-65.77306,-24.74556
Tillandsia virescens,-65.81722,-26.43583
Tillandsia virescens,-65.70194,-24.86333
Tillandsia virescens,-65.62139,-28.12139
Tillandsia virescens,-75.69,-11.4
Tillandsia virescens,-71.2077,-14.3019
Tillandsia virescens,-69.6583,-16.0777
Tillandsia virescens,-68.6452,-15.7914
Tillandsia virescens,-69.0618,-16.1681
Tillandsia virescens,-68.0684,-16.5385
Tillandsia virescens,-65.8214,-17.3964
Tillandsia virescens,-64.1148,-18.4772
Tillandsia virescens,-66.5216,-18.8628
Tillandsia virescens,-65.6227,-18.8024
Tillandsia virescens,-65.3466,-18.9891
Tillandsia virescens,-65.7098,-19.5294
Tillandsia virescens,-66.0372,-21.1074
Tillandsia virescens,-64.9612,-21.4882
Tillandsia virescens,-65.582,-21.6683
Tillandsia virescens,-65.344,-23.2555
Tillandsia virescens,-66.5084,-24.0009
Tillandsia virescens,-65.4233,-24.0494
Tillandsia virescens,-65.7731,-24.679
Tillandsia virescens,-65.3104,-26.81
Tillandsia virescens,-64.8269,-31.6103
Tillandsia virescens,-64.3902,-32.5741
Tillandsia virescens,-69.0167,-32.5272
